Feature 	 Val_totalreads 	 Coq_totalreads
PiuraChilensis_v1_contig_3506 	 66 	 45
PiuraChilensis_v1_contig_3507 	 19 	 40
PiuraChilensis_v1_contig_3508 	 9 	 12
PiuraChilensis_v1_contig_3509 	 18 	 27
PiuraChilensis_v1_contig_351 	 36 	 39
PiuraChilensis_v1_contig_3510 	 4 	 3
PiuraChilensis_v1_contig_3511 	 14 	 5
PiuraChilensis_v1_contig_3512 	 19 	 22
PiuraChilensis_v1_contig_3513 	 0 	 1
PiuraChilensis_v1_contig_3514 	 4 	 1
PiuraChilensis_v1_contig_3515 	 2 	 4
PiuraChilensis_v1_contig_3516 	 8 	 14
PiuraChilensis_v1_contig_3517 	 38 	 33
PiuraChilensis_v1_contig_3518 	 50 	 75
PiuraChilensis_v1_contig_3519 	 10 	 9
PiuraChilensis_v1_contig_352 	 6 	 8
PiuraChilensis_v1_contig_3520 	 13 	 20
PiuraChilensis_v1_contig_3521 	 32 	 16
PiuraChilensis_v1_contig_3522 	 18 	 7
PiuraChilensis_v1_contig_3523 	 67 	 86
PiuraChilensis_v1_contig_3524 	 9 	 31
PiuraChilensis_v1_contig_3525 	 15 	 9
PiuraChilensis_v1_contig_3526 	 7 	 7
PiuraChilensis_v1_contig_3527 	 58 	 3
PiuraChilensis_v1_contig_3528 	 17 	 27
PiuraChilensis_v1_contig_3529 	 12 	 14
PiuraChilensis_v1_contig_353 	 5 	 3
PiuraChilensis_v1_contig_3530 	 14 	 23
PiuraChilensis_v1_contig_3531 	 24 	 47
PiuraChilensis_v1_contig_3532 	 19 	 9
PiuraChilensis_v1_contig_3533 	 7 	 2
PiuraChilensis_v1_contig_3534 	 5 	 4
PiuraChilensis_v1_contig_3535 	 24 	 28
PiuraChilensis_v1_contig_3536 	 2 	 4
PiuraChilensis_v1_contig_3537 	 10 	 26
PiuraChilensis_v1_contig_3538 	 2 	 3
PiuraChilensis_v1_contig_3539 	 12 	 11
PiuraChilensis_v1_contig_354 	 917 	 1148
PiuraChilensis_v1_contig_3540 	 15 	 11
PiuraChilensis_v1_contig_3541 	 7 	 19
PiuraChilensis_v1_contig_3542 	 19 	 14
PiuraChilensis_v1_contig_3543 	 14 	 11
PiuraChilensis_v1_contig_3544 	 5 	 5
PiuraChilensis_v1_contig_3545 	 6 	 10
PiuraChilensis_v1_contig_3546 	 38 	 37
PiuraChilensis_v1_contig_3547 	 44 	 33
PiuraChilensis_v1_contig_3548 	 41 	 28
PiuraChilensis_v1_contig_3549 	 19 	 16
PiuraChilensis_v1_contig_355 	 10 	 16
PiuraChilensis_v1_contig_3550 	 36 	 37
PiuraChilensis_v1_contig_3551 	 6 	 9
PiuraChilensis_v1_contig_3552 	 29 	 22
PiuraChilensis_v1_contig_3553 	 2 	 7
PiuraChilensis_v1_contig_3554 	 4 	 3
PiuraChilensis_v1_contig_3555 	 6 	 0
PiuraChilensis_v1_contig_3556 	 5 	 7
PiuraChilensis_v1_contig_3557 	 11 	 13
PiuraChilensis_v1_contig_3558 	 2 	 9
PiuraChilensis_v1_contig_3559 	 17 	 19
PiuraChilensis_v1_contig_356 	 37 	 59
PiuraChilensis_v1_contig_3560 	 25 	 17
PiuraChilensis_v1_contig_3561 	 32 	 32
PiuraChilensis_v1_contig_3562 	 28 	 48
PiuraChilensis_v1_contig_3563 	 3 	 3
PiuraChilensis_v1_contig_3564 	 11 	 24
PiuraChilensis_v1_contig_3565 	 29 	 41
PiuraChilensis_v1_contig_3566 	 0 	 5
PiuraChilensis_v1_contig_3567 	 43 	 47
PiuraChilensis_v1_contig_3568 	 5 	 19
PiuraChilensis_v1_contig_3569 	 2 	 3
PiuraChilensis_v1_contig_357 	 1086 	 1067
PiuraChilensis_v1_contig_3570 	 41 	 19
PiuraChilensis_v1_contig_3571 	 21 	 18
PiuraChilensis_v1_contig_3572 	 1 	 5
PiuraChilensis_v1_contig_3573 	 32 	 21
PiuraChilensis_v1_contig_3574 	 3 	 7
PiuraChilensis_v1_contig_3575 	 3 	 18
PiuraChilensis_v1_contig_3576 	 8 	 12
PiuraChilensis_v1_contig_3577 	 2 	 5
PiuraChilensis_v1_contig_3578 	 4 	 4
PiuraChilensis_v1_contig_3579 	 5 	 29
PiuraChilensis_v1_contig_358 	 39 	 29
PiuraChilensis_v1_contig_3580 	 112 	 78
PiuraChilensis_v1_contig_3581 	 7 	 8
PiuraChilensis_v1_contig_3582 	 11 	 4
PiuraChilensis_v1_contig_3583 	 19 	 17
PiuraChilensis_v1_contig_3584 	 58 	 64
PiuraChilensis_v1_contig_3585 	 51 	 61
PiuraChilensis_v1_contig_3586 	 7 	 17
PiuraChilensis_v1_contig_3587 	 19 	 17
PiuraChilensis_v1_contig_3588 	 10 	 20
PiuraChilensis_v1_contig_3589 	 8 	 9
PiuraChilensis_v1_contig_359 	 95 	 63
PiuraChilensis_v1_contig_3590 	 11 	 11
PiuraChilensis_v1_contig_3591 	 17 	 16
PiuraChilensis_v1_contig_3592 	 15 	 44
PiuraChilensis_v1_contig_3593 	 18 	 23
PiuraChilensis_v1_contig_3594 	 3 	 17
PiuraChilensis_v1_contig_3595 	 6 	 4
PiuraChilensis_v1_contig_3596 	 78 	 52
PiuraChilensis_v1_contig_3597 	 10 	 8
PiuraChilensis_v1_contig_3598 	 60 	 26
PiuraChilensis_v1_contig_3599 	 14 	 21
PiuraChilensis_v1_contig_36 	 95 	 166
PiuraChilensis_v1_contig_360 	 62 	 28
PiuraChilensis_v1_contig_3600 	 27 	 22
PiuraChilensis_v1_contig_3601 	 34 	 34
PiuraChilensis_v1_contig_3602 	 5 	 2
PiuraChilensis_v1_contig_3603 	 6 	 13
PiuraChilensis_v1_contig_3604 	 7 	 14
PiuraChilensis_v1_contig_3605 	 2 	 3
PiuraChilensis_v1_contig_3606 	 9 	 12
PiuraChilensis_v1_contig_3607 	 10 	 15
PiuraChilensis_v1_contig_3608 	 23 	 13
PiuraChilensis_v1_contig_3609 	 13 	 27
PiuraChilensis_v1_contig_361 	 191 	 206
PiuraChilensis_v1_contig_3610 	 50 	 32
PiuraChilensis_v1_contig_3611 	 23 	 18
PiuraChilensis_v1_contig_3612 	 10 	 3
PiuraChilensis_v1_contig_3613 	 1 	 32
PiuraChilensis_v1_contig_3614 	 5 	 7
PiuraChilensis_v1_contig_3615 	 76 	 113
PiuraChilensis_v1_contig_3616 	 5 	 15
PiuraChilensis_v1_contig_3617 	 4 	 4
PiuraChilensis_v1_contig_3618 	 27 	 13
PiuraChilensis_v1_contig_3619 	 56 	 30
PiuraChilensis_v1_contig_362 	 60 	 24
PiuraChilensis_v1_contig_3620 	 22 	 28
PiuraChilensis_v1_contig_3621 	 19 	 10
PiuraChilensis_v1_contig_3622 	 1 	 2
PiuraChilensis_v1_contig_3623 	 7 	 7
PiuraChilensis_v1_contig_3624 	 6 	 11
PiuraChilensis_v1_contig_3625 	 7 	 16
PiuraChilensis_v1_contig_3626 	 42 	 15
PiuraChilensis_v1_contig_3627 	 8 	 4
PiuraChilensis_v1_contig_3628 	 29 	 23
PiuraChilensis_v1_contig_3629 	 50 	 41
PiuraChilensis_v1_contig_363 	 4 	 7
PiuraChilensis_v1_contig_3630 	 6 	 2
PiuraChilensis_v1_contig_3631 	 0 	 4
PiuraChilensis_v1_contig_3632 	 13 	 15
PiuraChilensis_v1_contig_3633 	 20 	 12
PiuraChilensis_v1_contig_3634 	 3 	 3
PiuraChilensis_v1_contig_3635 	 40 	 31
PiuraChilensis_v1_contig_3636 	 17 	 26
PiuraChilensis_v1_contig_3637 	 0 	 1
PiuraChilensis_v1_contig_3638 	 59 	 60
PiuraChilensis_v1_contig_3639 	 84 	 104
PiuraChilensis_v1_contig_364 	 90 	 71
PiuraChilensis_v1_contig_3640 	 68 	 59
PiuraChilensis_v1_contig_3641 	 28 	 18
PiuraChilensis_v1_contig_3642 	 15 	 6
PiuraChilensis_v1_contig_3643 	 106 	 66
PiuraChilensis_v1_contig_3644 	 18 	 19
PiuraChilensis_v1_contig_3645 	 18 	 15
PiuraChilensis_v1_contig_3646 	 8 	 1
PiuraChilensis_v1_contig_3647 	 36 	 135
PiuraChilensis_v1_contig_3648 	 1 	 9
PiuraChilensis_v1_contig_3649 	 24 	 28
PiuraChilensis_v1_contig_365 	 29 	 20
PiuraChilensis_v1_contig_3650 	 37 	 46
PiuraChilensis_v1_contig_3651 	 3 	 5
PiuraChilensis_v1_contig_3652 	 12 	 6
PiuraChilensis_v1_contig_3653 	 50 	 71
PiuraChilensis_v1_contig_3654 	 4 	 10
PiuraChilensis_v1_contig_3655 	 0 	 1
PiuraChilensis_v1_contig_3656 	 5 	 26
PiuraChilensis_v1_contig_3657 	 0 	 1
PiuraChilensis_v1_contig_3658 	 8 	 15
PiuraChilensis_v1_contig_3659 	 8 	 12
PiuraChilensis_v1_contig_366 	 27 	 29
PiuraChilensis_v1_contig_3660 	 18 	 11
PiuraChilensis_v1_contig_3661 	 12 	 28
PiuraChilensis_v1_contig_3662 	 2 	 6
PiuraChilensis_v1_contig_3663 	 4 	 11
PiuraChilensis_v1_contig_3664 	 44 	 38
PiuraChilensis_v1_contig_3665 	 5 	 6
PiuraChilensis_v1_contig_3666 	 16 	 10
PiuraChilensis_v1_contig_3667 	 46 	 9
PiuraChilensis_v1_contig_3668 	 16 	 13
PiuraChilensis_v1_contig_3669 	 1 	 9
PiuraChilensis_v1_contig_367 	 26 	 32
PiuraChilensis_v1_contig_3670 	 9 	 25
PiuraChilensis_v1_contig_3671 	 30 	 22
PiuraChilensis_v1_contig_3672 	 2 	 15
PiuraChilensis_v1_contig_3673 	 23 	 23
PiuraChilensis_v1_contig_3674 	 6 	 9
PiuraChilensis_v1_contig_3675 	 8 	 20
PiuraChilensis_v1_contig_3676 	 6 	 26
PiuraChilensis_v1_contig_3677 	 27 	 17
PiuraChilensis_v1_contig_3678 	 166 	 136
PiuraChilensis_v1_contig_3679 	 25 	 26
PiuraChilensis_v1_contig_368 	 46 	 87
PiuraChilensis_v1_contig_3680 	 25 	 34
PiuraChilensis_v1_contig_3681 	 109 	 78
PiuraChilensis_v1_contig_3682 	 25 	 19
PiuraChilensis_v1_contig_3683 	 44 	 15
PiuraChilensis_v1_contig_3684 	 34 	 33
PiuraChilensis_v1_contig_3685 	 7 	 10
PiuraChilensis_v1_contig_3686 	 10 	 8
PiuraChilensis_v1_contig_3687 	 61 	 75
PiuraChilensis_v1_contig_3688 	 6 	 13
PiuraChilensis_v1_contig_3689 	 65 	 50
PiuraChilensis_v1_contig_369 	 6125 	 2343
PiuraChilensis_v1_contig_3690 	 134 	 112
PiuraChilensis_v1_contig_3691 	 36 	 81
PiuraChilensis_v1_contig_3692 	 66 	 83
PiuraChilensis_v1_contig_3693 	 52 	 57
PiuraChilensis_v1_contig_3694 	 26 	 20
PiuraChilensis_v1_contig_3695 	 6 	 12
PiuraChilensis_v1_contig_3696 	 5 	 7
PiuraChilensis_v1_contig_3697 	 29 	 43
PiuraChilensis_v1_contig_3698 	 26 	 25
PiuraChilensis_v1_contig_3699 	 48 	 55
PiuraChilensis_v1_contig_37 	 17 	 21
PiuraChilensis_v1_contig_370 	 0 	 5
PiuraChilensis_v1_contig_3700 	 3 	 3
PiuraChilensis_v1_contig_3701 	 43 	 79
PiuraChilensis_v1_contig_3702 	 10 	 2
PiuraChilensis_v1_contig_3703 	 3 	 0
PiuraChilensis_v1_contig_3704 	 3 	 7
PiuraChilensis_v1_contig_3705 	 75 	 79
PiuraChilensis_v1_contig_3706 	 3 	 5
PiuraChilensis_v1_contig_3707 	 11 	 29
PiuraChilensis_v1_contig_3708 	 6 	 5
PiuraChilensis_v1_contig_3709 	 17 	 26
PiuraChilensis_v1_contig_371 	 0 	 6
PiuraChilensis_v1_contig_3710 	 3 	 13
PiuraChilensis_v1_contig_3711 	 31 	 6
PiuraChilensis_v1_contig_3712 	 5 	 2
PiuraChilensis_v1_contig_3713 	 12 	 1
PiuraChilensis_v1_contig_3714 	 8 	 13
PiuraChilensis_v1_contig_3715 	 3 	 2
PiuraChilensis_v1_contig_3716 	 7 	 6
PiuraChilensis_v1_contig_3717 	 4 	 7
PiuraChilensis_v1_contig_3718 	 1 	 0
PiuraChilensis_v1_contig_3719 	 8 	 22
PiuraChilensis_v1_contig_372 	 16 	 15
PiuraChilensis_v1_contig_3720 	 12 	 21
PiuraChilensis_v1_contig_3721 	 60 	 37
PiuraChilensis_v1_contig_3722 	 7 	 14
PiuraChilensis_v1_contig_3723 	 0 	 3
PiuraChilensis_v1_contig_3724 	 24 	 47
PiuraChilensis_v1_contig_3725 	 12 	 11
PiuraChilensis_v1_contig_3726 	 10 	 4
PiuraChilensis_v1_contig_3727 	 47 	 51
PiuraChilensis_v1_contig_3728 	 49 	 49
PiuraChilensis_v1_contig_3729 	 13 	 21
PiuraChilensis_v1_contig_373 	 6 	 16
PiuraChilensis_v1_contig_3730 	 24 	 36
PiuraChilensis_v1_contig_3731 	 29 	 20
PiuraChilensis_v1_contig_3732 	 6 	 4
PiuraChilensis_v1_contig_3733 	 23 	 12
PiuraChilensis_v1_contig_3734 	 34 	 37
PiuraChilensis_v1_contig_3735 	 4 	 4
PiuraChilensis_v1_contig_3736 	 6 	 15
PiuraChilensis_v1_contig_3737 	 6 	 4
PiuraChilensis_v1_contig_3738 	 1 	 4
PiuraChilensis_v1_contig_3739 	 13 	 12
PiuraChilensis_v1_contig_374 	 512 	 467
PiuraChilensis_v1_contig_3740 	 66 	 84
PiuraChilensis_v1_contig_3741 	 2 	 2
PiuraChilensis_v1_contig_3742 	 3 	 7
PiuraChilensis_v1_contig_3743 	 18 	 13
PiuraChilensis_v1_contig_3744 	 55 	 23
PiuraChilensis_v1_contig_3745 	 10 	 22
PiuraChilensis_v1_contig_3746 	 4 	 11
PiuraChilensis_v1_contig_3747 	 89 	 76
PiuraChilensis_v1_contig_3748 	 10 	 7
PiuraChilensis_v1_contig_3749 	 54 	 46
PiuraChilensis_v1_contig_375 	 2064 	 2279
PiuraChilensis_v1_contig_3750 	 45 	 63
PiuraChilensis_v1_contig_3751 	 15 	 25
PiuraChilensis_v1_contig_3752 	 7 	 10
PiuraChilensis_v1_contig_3753 	 7 	 12
PiuraChilensis_v1_contig_3754 	 16 	 24
PiuraChilensis_v1_contig_3755 	 115 	 150
PiuraChilensis_v1_contig_3756 	 16 	 8
PiuraChilensis_v1_contig_3757 	 20 	 23
PiuraChilensis_v1_contig_3758 	 7 	 10
PiuraChilensis_v1_contig_3759 	 27 	 18
PiuraChilensis_v1_contig_376 	 20 	 46
PiuraChilensis_v1_contig_3760 	 9 	 5
PiuraChilensis_v1_contig_3761 	 7 	 3
PiuraChilensis_v1_contig_3762 	 12 	 13
PiuraChilensis_v1_contig_3763 	 27 	 23
PiuraChilensis_v1_contig_3764 	 21 	 14
PiuraChilensis_v1_contig_3765 	 15 	 13
PiuraChilensis_v1_contig_3766 	 1 	 1
PiuraChilensis_v1_contig_3767 	 60 	 69
PiuraChilensis_v1_contig_3768 	 13 	 11
PiuraChilensis_v1_contig_3769 	 5 	 7
PiuraChilensis_v1_contig_377 	 19 	 43
PiuraChilensis_v1_contig_3770 	 1 	 4
PiuraChilensis_v1_contig_3771 	 1 	 6
PiuraChilensis_v1_contig_3772 	 73 	 73
PiuraChilensis_v1_contig_3773 	 30 	 29
PiuraChilensis_v1_contig_3774 	 0 	 0
PiuraChilensis_v1_contig_3775 	 13 	 10
PiuraChilensis_v1_contig_3776 	 27 	 31
PiuraChilensis_v1_contig_3777 	 20 	 29
PiuraChilensis_v1_contig_3778 	 14 	 24
PiuraChilensis_v1_contig_3779 	 53 	 35
PiuraChilensis_v1_contig_378 	 7 	 4
PiuraChilensis_v1_contig_3780 	 0 	 1
PiuraChilensis_v1_contig_3781 	 9 	 1
PiuraChilensis_v1_contig_3782 	 57 	 20
PiuraChilensis_v1_contig_3783 	 13 	 9
PiuraChilensis_v1_contig_3784 	 70 	 51
PiuraChilensis_v1_contig_3785 	 30 	 6
PiuraChilensis_v1_contig_3786 	 3 	 6
PiuraChilensis_v1_contig_3787 	 2 	 13
PiuraChilensis_v1_contig_3788 	 13 	 10
PiuraChilensis_v1_contig_3789 	 25 	 27
PiuraChilensis_v1_contig_379 	 1 	 1
PiuraChilensis_v1_contig_3790 	 0 	 10
PiuraChilensis_v1_contig_3791 	 11 	 38
PiuraChilensis_v1_contig_3792 	 28 	 31
PiuraChilensis_v1_contig_3793 	 10 	 4
PiuraChilensis_v1_contig_3794 	 17 	 11
PiuraChilensis_v1_contig_3795 	 1 	 5
PiuraChilensis_v1_contig_3796 	 2 	 6
PiuraChilensis_v1_contig_3797 	 17 	 20
PiuraChilensis_v1_contig_3798 	 70 	 55
PiuraChilensis_v1_contig_3799 	 1 	 5
PiuraChilensis_v1_contig_38 	 18 	 25
PiuraChilensis_v1_contig_380 	 81 	 101
PiuraChilensis_v1_contig_3800 	 105 	 82
PiuraChilensis_v1_contig_3801 	 11 	 30
PiuraChilensis_v1_contig_3802 	 16 	 7
PiuraChilensis_v1_contig_3803 	 7 	 10
PiuraChilensis_v1_contig_3804 	 7 	 1
PiuraChilensis_v1_contig_3805 	 3 	 9
PiuraChilensis_v1_contig_3806 	 5 	 5
PiuraChilensis_v1_contig_3807 	 22 	 12
PiuraChilensis_v1_contig_3808 	 10 	 10
PiuraChilensis_v1_contig_3809 	 39 	 53
PiuraChilensis_v1_contig_381 	 46 	 21
PiuraChilensis_v1_contig_3810 	 40 	 58
PiuraChilensis_v1_contig_3811 	 2 	 5
PiuraChilensis_v1_contig_3812 	 24 	 46
PiuraChilensis_v1_contig_3813 	 5 	 3
PiuraChilensis_v1_contig_3814 	 15 	 9
PiuraChilensis_v1_contig_3815 	 9 	 5
PiuraChilensis_v1_contig_3816 	 102 	 14
PiuraChilensis_v1_contig_3817 	 6 	 5
PiuraChilensis_v1_contig_3818 	 13 	 10
PiuraChilensis_v1_contig_3819 	 58 	 44
PiuraChilensis_v1_contig_382 	 16 	 8
PiuraChilensis_v1_contig_3820 	 3 	 7
PiuraChilensis_v1_contig_3821 	 10 	 21
PiuraChilensis_v1_contig_3822 	 7 	 7
PiuraChilensis_v1_contig_3823 	 2 	 7
PiuraChilensis_v1_contig_3824 	 207 	 237
PiuraChilensis_v1_contig_3825 	 45 	 42
PiuraChilensis_v1_contig_3826 	 42 	 46
PiuraChilensis_v1_contig_3827 	 0 	 6
PiuraChilensis_v1_contig_3828 	 18 	 19
PiuraChilensis_v1_contig_3829 	 2 	 4
PiuraChilensis_v1_contig_383 	 445 	 390
PiuraChilensis_v1_contig_3830 	 25 	 20
PiuraChilensis_v1_contig_3831 	 6 	 8
PiuraChilensis_v1_contig_3832 	 13 	 25
PiuraChilensis_v1_contig_3833 	 53 	 32
PiuraChilensis_v1_contig_3834 	 13 	 39
PiuraChilensis_v1_contig_3835 	 36 	 19
PiuraChilensis_v1_contig_3836 	 9 	 1
PiuraChilensis_v1_contig_3837 	 5 	 15
PiuraChilensis_v1_contig_3838 	 91 	 129
PiuraChilensis_v1_contig_3839 	 21 	 7
PiuraChilensis_v1_contig_384 	 54 	 88
PiuraChilensis_v1_contig_3840 	 0 	 3
PiuraChilensis_v1_contig_3841 	 26 	 14
PiuraChilensis_v1_contig_3842 	 20 	 42
PiuraChilensis_v1_contig_3843 	 12 	 5
PiuraChilensis_v1_contig_3844 	 4 	 6
PiuraChilensis_v1_contig_3845 	 11 	 3
PiuraChilensis_v1_contig_3846 	 14 	 24
PiuraChilensis_v1_contig_3847 	 18 	 21
PiuraChilensis_v1_contig_3848 	 1 	 10
PiuraChilensis_v1_contig_3849 	 7 	 15
PiuraChilensis_v1_contig_385 	 2 	 2
PiuraChilensis_v1_contig_3850 	 21 	 24
PiuraChilensis_v1_contig_3851 	 26 	 32
PiuraChilensis_v1_contig_3852 	 11 	 8
PiuraChilensis_v1_contig_3853 	 14 	 20
PiuraChilensis_v1_contig_3854 	 15 	 36
PiuraChilensis_v1_contig_3855 	 59 	 53
PiuraChilensis_v1_contig_3856 	 8 	 41
PiuraChilensis_v1_contig_3857 	 19 	 28
PiuraChilensis_v1_contig_3858 	 7 	 10
PiuraChilensis_v1_contig_3859 	 18 	 23
PiuraChilensis_v1_contig_386 	 18 	 17
PiuraChilensis_v1_contig_3860 	 12 	 26
PiuraChilensis_v1_contig_3861 	 15 	 7
PiuraChilensis_v1_contig_3862 	 5 	 13
PiuraChilensis_v1_contig_3863 	 1 	 18
PiuraChilensis_v1_contig_3864 	 0 	 9
PiuraChilensis_v1_contig_3865 	 22 	 10
PiuraChilensis_v1_contig_3866 	 48 	 31
PiuraChilensis_v1_contig_3867 	 59 	 67
PiuraChilensis_v1_contig_3868 	 22 	 33
PiuraChilensis_v1_contig_3869 	 9 	 6
PiuraChilensis_v1_contig_387 	 96 	 96
PiuraChilensis_v1_contig_3870 	 23 	 29
PiuraChilensis_v1_contig_3871 	 17 	 7
PiuraChilensis_v1_contig_3872 	 4 	 1
PiuraChilensis_v1_contig_3873 	 5 	 9
PiuraChilensis_v1_contig_3874 	 3 	 3
PiuraChilensis_v1_contig_3875 	 51 	 41
PiuraChilensis_v1_contig_3876 	 42 	 39
PiuraChilensis_v1_contig_3877 	 7 	 3
PiuraChilensis_v1_contig_3878 	 14 	 9
PiuraChilensis_v1_contig_3879 	 0 	 0
PiuraChilensis_v1_contig_388 	 31 	 49
PiuraChilensis_v1_contig_3880 	 39 	 20
PiuraChilensis_v1_contig_3881 	 15 	 58
PiuraChilensis_v1_contig_3882 	 28 	 47
PiuraChilensis_v1_contig_3883 	 14 	 14
PiuraChilensis_v1_contig_3884 	 3 	 1
PiuraChilensis_v1_contig_3885 	 39 	 57
PiuraChilensis_v1_contig_3886 	 10 	 16
PiuraChilensis_v1_contig_3887 	 3 	 4
PiuraChilensis_v1_contig_3888 	 18 	 15
PiuraChilensis_v1_contig_3889 	 173 	 148
PiuraChilensis_v1_contig_389 	 24 	 18
PiuraChilensis_v1_contig_3890 	 3 	 3
PiuraChilensis_v1_contig_3891 	 6 	 10
PiuraChilensis_v1_contig_3892 	 9 	 18
PiuraChilensis_v1_contig_3893 	 9 	 14
PiuraChilensis_v1_contig_3894 	 6 	 10
PiuraChilensis_v1_contig_3895 	 77 	 40
PiuraChilensis_v1_contig_3896 	 3 	 8
PiuraChilensis_v1_contig_3897 	 12 	 26
PiuraChilensis_v1_contig_3898 	 5 	 1
PiuraChilensis_v1_contig_3899 	 28 	 39
PiuraChilensis_v1_contig_39 	 16 	 29
PiuraChilensis_v1_contig_390 	 68 	 40
PiuraChilensis_v1_contig_3900 	 29 	 39
PiuraChilensis_v1_contig_3901 	 0 	 6
PiuraChilensis_v1_contig_3902 	 81 	 73
PiuraChilensis_v1_contig_3903 	 17 	 66
PiuraChilensis_v1_contig_3904 	 8 	 11
PiuraChilensis_v1_contig_3905 	 49 	 32
PiuraChilensis_v1_contig_3906 	 15 	 15
PiuraChilensis_v1_contig_3907 	 23 	 29
PiuraChilensis_v1_contig_3908 	 8 	 14
PiuraChilensis_v1_contig_3909 	 7 	 7
PiuraChilensis_v1_contig_391 	 115 	 112
PiuraChilensis_v1_contig_3910 	 32 	 24
PiuraChilensis_v1_contig_3911 	 11 	 12
PiuraChilensis_v1_contig_3912 	 13 	 24
PiuraChilensis_v1_contig_3913 	 30 	 0
PiuraChilensis_v1_contig_3914 	 20 	 42
PiuraChilensis_v1_contig_3915 	 0 	 1
PiuraChilensis_v1_contig_3916 	 7 	 11
PiuraChilensis_v1_contig_3917 	 42 	 109
PiuraChilensis_v1_contig_3918 	 44 	 39
PiuraChilensis_v1_contig_3919 	 18 	 16
PiuraChilensis_v1_contig_392 	 33 	 55
PiuraChilensis_v1_contig_3920 	 20 	 20
PiuraChilensis_v1_contig_3921 	 21 	 19
PiuraChilensis_v1_contig_3922 	 15 	 10
PiuraChilensis_v1_contig_3923 	 15 	 9
PiuraChilensis_v1_contig_3924 	 5 	 6
PiuraChilensis_v1_contig_3925 	 5 	 4
PiuraChilensis_v1_contig_3926 	 39 	 36
PiuraChilensis_v1_contig_3927 	 8 	 19
PiuraChilensis_v1_contig_3928 	 9 	 9
PiuraChilensis_v1_contig_3929 	 3 	 10
PiuraChilensis_v1_contig_393 	 79 	 150
PiuraChilensis_v1_contig_3930 	 29 	 47
PiuraChilensis_v1_contig_3931 	 43 	 46
PiuraChilensis_v1_contig_3932 	 17 	 7
PiuraChilensis_v1_contig_3933 	 15 	 12
PiuraChilensis_v1_contig_3934 	 18 	 25
PiuraChilensis_v1_contig_3935 	 9 	 32
PiuraChilensis_v1_contig_3936 	 9 	 10
PiuraChilensis_v1_contig_3937 	 3 	 13
PiuraChilensis_v1_contig_3938 	 28 	 6
PiuraChilensis_v1_contig_3939 	 5 	 7
PiuraChilensis_v1_contig_394 	 184 	 361
PiuraChilensis_v1_contig_3940 	 16 	 2
PiuraChilensis_v1_contig_3941 	 3 	 16
PiuraChilensis_v1_contig_3942 	 6 	 2
PiuraChilensis_v1_contig_3943 	 45 	 34
PiuraChilensis_v1_contig_3944 	 16 	 15
PiuraChilensis_v1_contig_3945 	 16 	 12
PiuraChilensis_v1_contig_3946 	 10 	 6
PiuraChilensis_v1_contig_3947 	 60 	 73
PiuraChilensis_v1_contig_3948 	 2 	 15
PiuraChilensis_v1_contig_3949 	 14 	 38
PiuraChilensis_v1_contig_395 	 275 	 491
PiuraChilensis_v1_contig_3950 	 32 	 10
PiuraChilensis_v1_contig_3951 	 127 	 114
PiuraChilensis_v1_contig_3952 	 4 	 7
PiuraChilensis_v1_contig_3953 	 3 	 4
PiuraChilensis_v1_contig_3954 	 7 	 5
PiuraChilensis_v1_contig_3955 	 62 	 103
PiuraChilensis_v1_contig_3956 	 34 	 54
PiuraChilensis_v1_contig_3957 	 2 	 3
PiuraChilensis_v1_contig_3958 	 49 	 26
PiuraChilensis_v1_contig_3959 	 4 	 3
PiuraChilensis_v1_contig_396 	 85 	 109
PiuraChilensis_v1_contig_3960 	 1 	 3
PiuraChilensis_v1_contig_3961 	 46 	 22
PiuraChilensis_v1_contig_3962 	 37 	 25
PiuraChilensis_v1_contig_3963 	 101 	 82
PiuraChilensis_v1_contig_3964 	 6 	 10
PiuraChilensis_v1_contig_3965 	 2 	 1
PiuraChilensis_v1_contig_3966 	 2 	 2
PiuraChilensis_v1_contig_3967 	 149 	 71
PiuraChilensis_v1_contig_3968 	 39 	 29
PiuraChilensis_v1_contig_3969 	 22 	 7
PiuraChilensis_v1_contig_397 	 3 	 32
PiuraChilensis_v1_contig_3970 	 3 	 2
PiuraChilensis_v1_contig_3971 	 43 	 28
PiuraChilensis_v1_contig_3972 	 12 	 9
PiuraChilensis_v1_contig_3973 	 0 	 9
PiuraChilensis_v1_contig_3974 	 40 	 34
PiuraChilensis_v1_contig_3975 	 5 	 6
PiuraChilensis_v1_contig_3976 	 15 	 37
PiuraChilensis_v1_contig_3977 	 30 	 11
PiuraChilensis_v1_contig_3978 	 2 	 2
PiuraChilensis_v1_contig_3979 	 8 	 5
PiuraChilensis_v1_contig_398 	 203 	 138
PiuraChilensis_v1_contig_3980 	 1 	 1
PiuraChilensis_v1_contig_3981 	 5 	 7
PiuraChilensis_v1_contig_3982 	 5 	 11
PiuraChilensis_v1_contig_3983 	 2 	 2
PiuraChilensis_v1_contig_3984 	 15 	 8
PiuraChilensis_v1_contig_3985 	 18 	 18
PiuraChilensis_v1_contig_3986 	 35 	 24
PiuraChilensis_v1_contig_3987 	 33 	 16
PiuraChilensis_v1_contig_3988 	 34 	 60
PiuraChilensis_v1_contig_3989 	 10 	 10
PiuraChilensis_v1_contig_399 	 23 	 20
PiuraChilensis_v1_contig_3990 	 16 	 15
PiuraChilensis_v1_contig_3991 	 3 	 5
